"","Gene","seqnames","start","end","width","strand","ranges"
"20659","AT3G22080","3",7777818,7781718,3901,"-","7777818-7781718"
"20660","AT3G22090","3",7782912,7783561,650,"+","7782912-7783561"
"20661","AT3G22100","3",7783711,7784469,759,"-","7783711-7784469"
"20662","AT3G22104","3",7789376,7792380,3005,"+","7789376-7792380"
"20663","AT3G22110","3",7792638,7794165,1528,"-","7792638-7794165"
"20664","AT3G22120","3",7794957,7796310,1354,"-","7794957-7796310"
"20665","AT3G22121","3",7795606,7796327,722,"+","7795606-7796327"
"20668","AT3G22142","3",7803604,7808046,4443,"-","7803604-7808046"
"20669","AT3G22150","3",7812944,7815928,2985,"+","7812944-7815928"
"20670","AT3G22160","3",7817857,7818985,1129,"-","7817857-7818985"
"20671","AT3G22170","3",7822018,7825884,3867,"-","7822018-7825884"
"20673","AT3G22180","3",7827036,7830813,3778,"+","7827036-7830813"
"20674","AT3G22183","3",7831129,7831371,243,"+","7831129-7831371"
"20676","AT3G22190","3",7831280,7833904,2625,"-","7831280-7833904"
"20678","AT3G22200","3",7835148,7839061,3914,"+","7835148-7839061"
"20679","AT3G22210","3",7838784,7839467,684,"-","7838784-7839467"
"20681","AT3G22220","3",7839616,7842874,3259,"-","7839616-7842874"
"20682","AT3G22230","3",7843967,7844597,631,"-","7843967-7844597"
"20683","AT3G22231","3",7845823,7846605,783,"-","7845823-7846605"
"20684","AT3G22232","3",7849841,7850289,449,"+","7849841-7850289"
"20685","AT3G22234","3",7852903,7853476,574,"+","7852903-7853476"
"20686","AT3G22235","3",7854419,7855791,1373,"-","7854419-7855791"
"20688","AT3G22237","3",7859877,7860331,455,"+","7859877-7860331"
"20689","AT3G22238","3",7861995,7862568,574,"+","7861995-7862568"
"20690","AT3G22240","3",7863616,7864819,1204,"-","7863616-7864819"
"20691","AT3G22250","3",7867753,7870229,2477,"+","7867753-7870229"
"20692","AT3G22260","3",7870892,7873548,2657,"+","7870892-7873548"
"20695","AT3G22270","3",7874145,7878468,4324,"+","7874145-7878468"
"20696","AT3G22275","3",7878982,7879808,827,"-","7878982-7879808"
"20697","AT3G22290","3",7881561,7885579,4019,"+","7881561-7885579"
"20698","AT3G22300","3",7885668,7886820,1153,"+","7885668-7886820"
"20699","AT3G22310","3",7887286,7890019,2734,"+","7887286-7890019"
"20700","AT3G22320","3",7890864,7892347,1484,"-","7890864-7892347"
"20701","AT3G22330","3",7892537,7895366,2830,"+","7892537-7895366"
"20703","AT3G22345","3",7899215,7900514,1300,"+","7899215-7900514"
"20704","AT3G22350","3",7901905,7903041,1137,"+","7901905-7903041"
"20706","AT3G22360","3",7904156,7905384,1229,"+","7904156-7905384"
"20707","AT3G22370","3",7906791,7908740,1950,"+","7906791-7908740"
"20708","AT3G22380","3",7912905,7919484,6580,"+","7912905-7919484"
"20710","AT3G22400","3",7926879,7931351,4473,"+","7926879-7931351"
"20711","AT3G22410","3",7933167,7935808,2642,"-","7933167-7935808"
"20712","AT3G22415","3",7941014,7941564,551,"+","7941014-7941564"
"20714","AT3G22420","3",7946526,7949096,2571,"+","7946526-7949096"
"20715","AT3G22421","3",7949116,7950396,1281,"-","7949116-7950396"
"20716","AT3G22425","3",7951055,7953223,2169,"+","7951055-7953223"
"20718","AT3G22430","3",7953260,7957884,4625,"+","7953260-7957884"
"20719","AT3G22436","3",7957898,7958020,123,"-","7957898-7958020"
"20720","AT3G22440","3",7959754,7962200,2447,"+","7959754-7962200"
"20721","AT3G22450","3",7962443,7963378,936,"+","7962443-7963378"
"20722","AT3G22460","3",7963537,7965907,2371,"+","7963537-7965907"
"20723","AT3G22470","3",7965954,7967990,2037,"-","7965954-7967990"
"20724","AT3G22480","3",7968078,7969705,1628,"+","7968078-7969705"
"20726","AT3G22490","3",7969681,7970843,1163,"-","7969681-7970843"
"20727","AT3G22492","3",7971071,7971575,505,"+","7971071-7971575"
"20728","AT3G22500","3",7971625,7972907,1283,"-","7971625-7972907"
"20729","AT3G22510","3",7973429,7974292,864,"+","7973429-7974292"
"20730","AT3G22520","3",7974762,7977590,2829,"+","7974762-7977590"
"20731","AT3G22530","3",7977604,7978635,1032,"-","7977604-7978635"
"20732","AT3G22540","3",7984076,7984627,552,"-","7984076-7984627"
"20733","AT3G22550","3",7991646,7993454,1809,"-","7991646-7993454"
"20734","AT3G22555","3",7995486,7996636,1151,"+","7995486-7996636"
"20735","AT3G22560","3",7998857,7999533,677,"-","7998857-7999533"
"20736","AT3G22570","3",8000515,8001238,724,"-","8000515-8001238"
"20737","AT3G22580","3",8002762,8003145,384,"-","8002762-8003145"
"20738","AT3G22590","3",8003934,8005579,1646,"+","8003934-8005579"
"20739","AT3G22600","3",8006508,8007471,964,"-","8006508-8007471"
"20740","AT3G22620","3",8008534,8009590,1057,"+","8008534-8009590"
"20741","AT3G22630","3",8009540,8010844,1305,"-","8009540-8010844"
"20742","AT3G22640","3",8011724,8013902,2179,"-","8011724-8013902"
"20743","AT3G22650","3",8014809,8015960,1152,"+","8014809-8015960"
"20744","AT3G22660","3",8016051,8017508,1458,"-","8016051-8017508"
"20745","AT3G22670","3",8017771,8019459,1689,"-","8017771-8019459"
"20746","AT3G22680","3",8019708,8020508,801,"+","8019708-8020508"
"20747","AT3G22690","3",8021229,8024534,3306,"-","8021229-8024534"
"20749","AT3G22700","3",8024798,8025814,1017,"-","8024798-8025814"
"20750","AT3G22710","3",8026202,8027274,1073,"-","8026202-8027274"
"20751","AT3G22720","3",8028961,8030097,1137,"-","8028961-8030097"
"20752","AT3G22723","3",8030474,8030629,156,"+","8030474-8030629"
"20753","AT3G22730","3",8031341,8032459,1119,"-","8031341-8032459"
"20754","AT3G22740","3",8032959,8035809,2851,"-","8032959-8035809"
"20755","AT3G22750","3",8037216,8039903,2688,"-","8037216-8039903"
"20756","AT3G22760","3",8044455,8047530,3076,"+","8044455-8047530"
"20757","AT3G22770","3",8047684,8048667,984,"-","8047684-8048667"
"20758","AT3G22780","3",8048802,8052260,3459,"+","8048802-8052260"
"20759","AT3G22790","3",8052318,8058764,6447,"-","8052318-8058764"
"20760","AT3G22800","3",8062888,8064556,1669,"-","8062888-8064556"
"20761","AT3G22810","3",8068516,8071559,3044,"+","8068516-8071559"
"20762","AT3G22820","3",8073271,8074138,868,"-","8073271-8074138"
"20763","AT3G22830","3",8078820,8081051,2232,"+","8078820-8081051"
"20764","AT3G22840","3",8084447,8085560,1114,"-","8084447-8085560"
"20765","AT3G22845","3",8087307,8088747,1441,"+","8087307-8088747"
"20766","AT3G22850","3",8089003,8090470,1468,"+","8089003-8090470"
"20767","AT3G22860","3",8090654,8093248,2595,"-","8090654-8093248"
"20768","AT3G22870","3",8096230,8097471,1242,"+","8096230-8097471"
"20769","AT3G22880","3",8097687,8100820,3134,"-","8097687-8100820"
"20770","AT3G22886","3",8108021,8108622,602,"+","8108021-8108622"
"20771","AT3G22890","3",8112723,8114992,2270,"+","8112723-8114992"
"20772","AT3G22900","3",8115177,8116253,1077,"+","8115177-8116253"
"20773","AT3G22910","3",8116335,8119388,3054,"-","8116335-8119388"
"20774","AT3G22920","3",8122713,8123411,699,"-","8122713-8123411"
"20775","AT3G22930","3",8124083,8125931,1849,"-","8124083-8125931"
"20776","AT3G22937","3",8130269,8130907,639,"-","8130269-8130907"
"20777","AT3G22940","3",8131468,8132706,1239,"+","8131468-8132706"
"20778","AT3G22942","3",8134190,8136204,2015,"+","8134190-8136204"
"20779","AT3G22945","3",8135877,8136084,208,"+","8135877-8136084"
"20781","AT3G22950","3",8136182,8138084,1903,"-","8136182-8138084"
"20783","AT3G22960","3",8139235,8141985,2751,"+","8139235-8141985"
"20784","AT3G22961","3",8142138,8142809,672,"+","8142138-8142809"
"20785","AT3G22968","3",8152038,8154149,2112,"+","8152038-8154149"
"20786","AT3G22970","3",8152038,8154149,2112,"+","8152038-8154149"
"20788","AT3G22980","3",8160156,8163316,3161,"-","8160156-8163316"
"20789","AT3G22990","3",8163950,8166345,2396,"+","8163950-8166345"
"20790","AT3G23000","3",8172597,8174131,1535,"+","8172597-8174131"
"20791","AT3G23010","3",8174858,8176645,1788,"+","8174858-8176645"
"20792","AT3G23020","3",8177215,8179743,2529,"-","8177215-8179743"
"20793","AT3G23030","3",8180768,8181800,1033,"-","8180768-8181800"
"20794","AT3G23040","3",8186080,8186890,811,"+","8186080-8186890"
"20795","AT3G23050","3",8194679,8197153,2475,"+","8194679-8197153"
"20797","AT3G23060","3",8200636,8203233,2598,"+","8200636-8203233"
"20798","AT3G23070","3",8203469,8207419,3951,"+","8203469-8207419"
"20800","AT3G23080","3",8207387,8209270,1884,"-","8207387-8209270"
"20803","AT3G23090","3",8214308,8217080,2773,"-","8214308-8217080"
"20804","AT3G23100","3",8220682,8222148,1467,"+","8220682-8222148"
"20806","AT3G23109","3",8226791,8227003,213,"+","8226791-8227003"
"20807","AT3G23110","3",8222364,8224871,2508,"-","8222364-8224871"
"20808","AT3G23120","3",8227222,8229576,2355,"-","8227222-8229576"
"20809","AT3G23125","3",8236161,8236246,86,"+","8236161-8236246"
"20810","AT3G23130","3",8242302,8243372,1071,"+","8242302-8243372"
"20811","AT3G23140","3",8250579,8251097,519,"+","8250579-8251097"
"20812","AT3G23145","3",8252138,8253196,1059,"+","8252138-8253196"
"20813","AT3G23150","3",8254663,8257735,3073,"+","8254663-8257735"
"20814","AT3G23160","3",8259855,8262028,2174,"-","8259855-8262028"
"20815","AT3G23165","3",8264650,8265060,411,"-","8264650-8265060"
"20816","AT3G23167","3",8266218,8266585,368,"-","8266218-8266585"
"20817","AT3G23170","3",8267942,8268735,794,"-","8267942-8268735"
"20818","AT3G23171","3",8269716,8269859,144,"-","8269716-8269859"
"20819","AT3G23172","3",8272138,8272657,520,"-","8272138-8272657"
"20820","AT3G23175","3",8274000,8275470,1471,"-","8274000-8275470"
"20821","AT3G23180","3",8277037,8278396,1360,"+","8277037-8278396"
"20822","AT3G23190","3",8279289,8280912,1624,"+","8279289-8280912"
"20823","AT3G23200","3",8281363,8282778,1416,"+","8281363-8282778"
"20824","AT3G23210","3",8283090,8285081,1992,"-","8283090-8285081"
"20825","AT3G23220","3",8287950,8288388,439,"+","8287950-8288388"
"20826","AT3G23230","3",8289647,8290066,420,"-","8289647-8290066"
"20827","AT3G23240","3",8295644,8296604,961,"+","8295644-8296604"
"20828","AT3G23245","3",8300381,8300833,453,"-","8300381-8300833"
"20829","AT3G23250","3",8309209,8310826,1618,"+","8309209-8310826"
"20832","AT3G23255","3",8311781,8313086,1306,"+","8311781-8313086"
"20833","AT3G23260","3",8313334,8314422,1089,"+","8313334-8314422"
"20834","AT3G23270","3",8316436,8320337,3902,"+","8316436-8320337"
"20835","AT3G23280","3",8321350,8324428,3079,"+","8321350-8324428"
"20838","AT3G23300","3",8333025,8336146,3122,"+","8333025-8336146"
"20839","AT3G23310","3",8338900,8343632,4733,"+","8338900-8343632"
"20840","AT3G23320","3",8344629,8345204,576,"+","8344629-8345204"
"20841","AT3G23325","3",8345771,8347062,1292,"+","8345771-8347062"
"20842","AT3G23326","3",8346393,8346639,247,"+","8346393-8346639"
"20843","AT3G23330","3",8347200,8349347,2148,"+","8347200-8349347"
"20844","AT3G23340","3",8350803,8353959,3157,"+","8350803-8353959"
"20845","AT3G23350","3",8354104,8355201,1098,"+","8354104-8355201"
"20846","AT3G23360","3",8355257,8356381,1125,"-","8355257-8356381"
"20847","AT3G23370","3",8357585,8360865,3281,"+","8357585-8360865"
"20849","AT3G23380","3",8373947,8374708,762,"+","8373947-8374708"
"20850","AT3G23390","3",8375372,8376392,1021,"+","8375372-8376392"
"20851","AT3G23400","3",8376444,8378305,1862,"-","8376444-8378305"
"20852","AT3G23410","3",8382805,8386148,3344,"+","8382805-8386148"
"20853","AT3G23420","3",8386273,8387324,1052,"-","8386273-8387324"
"20854","AT3G23430","3",8387508,8393296,5789,"-","8387508-8393296"
"20855","AT3G23440","3",8404358,8404684,327,"-","8404358-8404684"
"20856","AT3G23450","3",8410433,8412193,1761,"+","8410433-8412193"
"20857","AT3G23460","3",8412319,8414319,2001,"+","8412319-8414319"
"20858","AT3G23470","3",8414710,8418165,3456,"+","8414710-8418165"
"20859","AT3G23480","3",8418801,8422916,4116,"+","8418801-8422916"
"20861","AT3G23490","3",8423011,8424652,1642,"-","8423011-8424652"
"20862","AT3G23510","3",8427660,8433314,5655,"+","8427660-8433314"
"20863","AT3G23530","3",8436671,8442846,6176,"+","8436671-8442846"
"20864","AT3G23540","3",8443445,8448070,4626,"+","8443445-8448070"
"20866","AT3G23550","3",8448273,8450697,2425,"-","8448273-8450697"
"20867","AT3G23560","3",8454116,8456681,2566,"-","8454116-8456681"
"20868","AT3G23570","3",8457778,8459691,1914,"-","8457778-8459691"
"20869","AT3G23580","3",8460045,8462815,2771,"+","8460045-8462815"
"20870","AT3G23590","3",8467449,8473627,6179,"+","8467449-8473627"
"20871","AT3G23600","3",8473775,8475858,2084,"+","8473775-8475858"
"20873","AT3G23605","3",8476571,8477392,822,"+","8476571-8477392"
"20875","AT3G23610","3",8478122,8479857,1736,"+","8478122-8479857"
"20877","AT3G23620","3",8480025,8482157,2133,"+","8480025-8482157"
"20878","AT3G23630","3",8488695,8490210,1516,"+","8488695-8490210"
"20879","AT3G23633","3",8496440,8497281,842,"-","8496440-8497281"
"20881","AT3G23635","3",8497941,8498072,132,"-","8497941-8498072"
"20882","AT3G23637","3",8499727,8499888,162,"-","8499727-8499888"
"20884","AT3G23640","3",8501813,8509584,7772,"+","8501813-8509584"
"20885","AT3G23645","3",8509762,8510165,404,"-","8509762-8510165"
"20886","AT3G23650","3",8510689,8511196,508,"-","8510689-8511196"
"20887","AT3G23660","3",8513457,8517790,4334,"-","8513457-8517790"
"20889","AT3G23670","3",8519164,8525289,6126,"+","8519164-8525289"
"20891","AT3G23680","3",8526366,8527173,808,"-","8526366-8527173"
"20892","AT3G23685","3",8527239,8528317,1079,"+","8527239-8528317"
"20893","AT3G23690","3",8528632,8531012,2381,"-","8528632-8531012"
"20894","AT3G23700","3",8531429,8533788,2360,"-","8531429-8533788"
"20895","AT3G23710","3",8534032,8536374,2343,"+","8534032-8536374"
"20896","AT3G23715","3",8536850,8537273,424,"+","8536850-8537273"
"20899","AT3G23727","3",8544863,8545355,493,"+","8544863-8545355"
"20900","AT3G23730","3",8550110,8551335,1226,"+","8550110-8551335"
"20901","AT3G23740","3",8551772,8554745,2974,"-","8551772-8554745"
"20902","AT3G23750","3",8558332,8561428,3097,"+","8558332-8561428"
"20903","AT3G23760","3",8562829,8564670,1842,"-","8562829-8564670"
"20904","AT3G23770","3",8565494,8567496,2003,"+","8565494-8567496"
"20906","AT3G23780","3",8567731,8574190,6460,"-","8567731-8574190"
"20907","AT3G23790","3",8575167,8581112,5946,"+","8575167-8581112"
"20908","AT3G23800","3",8581654,8583835,2182,"+","8581654-8583835"
"20909","AT3G23805","3",8586382,8587056,675,"+","8586382-8587056"
"20910","AT3G23810","3",8587664,8589713,2050,"-","8587664-8589713"
"20911","AT3G23820","3",8603444,8605462,2019,"+","8603444-8605462"
"20912","AT3G23830","3",8606477,8608055,1579,"-","8606477-8608055"
"20914","AT3G23840","3",8611126,8612690,1565,"+","8611126-8612690"
"20915","AT3G23850","3",8615564,8616533,970,"+","8615564-8616533"
"20916","AT3G23860","3",8616953,8617645,693,"-","8616953-8617645"
"20917","AT3G23870","3",8619192,8621907,2716,"+","8619192-8621907"
"20918","AT3G23880","3",8621986,8623162,1177,"-","8621986-8623162"
"20919","AT3G23890","3",8624750,8631327,6578,"+","8624750-8631327"
"20922","AT3G23900","3",8631606,8636045,4440,"-","8631606-8636045"
"20924","AT3G23910","3",8636427,8639442,3016,"-","8636427-8639442"
"20925","AT3G23920","3",8641569,8644449,2881,"+","8641569-8644449"
"20926","AT3G23930","3",8646892,8647908,1017,"+","8646892-8647908"
"20928","AT3G23940","3",8648705,8652605,3901,"+","8648705-8652605"
"20929","AT3G23950","3",8652908,8654164,1257,"-","8652908-8654164"
"20931","AT3G23955","3",8655266,8657399,2134,"-","8655266-8657399"
"20932","AT3G23960","3",8657736,8658944,1209,"+","8657736-8658944"
"20933","AT3G23970","3",8660447,8661688,1242,"-","8660447-8661688"
"20934","AT3G23980","3",8662433,8667752,5320,"-","8662433-8667752"
"20935","AT3G23990","3",8668918,8672578,3661,"+","8668918-8672578"
"20936","AT3G24000","3",8672774,8674881,2108,"+","8672774-8674881"
"20937","AT3G24005","3",8675260,8675746,487,"+","8675260-8675746"
"20938","AT3G24010","3",8675956,8678220,2265,"-","8675956-8678220"
"20939","AT3G24020","3",8678738,8679656,919,"+","8678738-8679656"
"20940","AT3G24030","3",8679552,8680824,1273,"-","8679552-8680824"
"20941","AT3G24040","3",8680877,8683289,2413,"-","8680877-8683289"
"20942","AT3G24050","3",8685873,8687677,1805,"+","8685873-8687677"
"20943","AT3G24060","3",8689589,8690032,444,"-","8689589-8690032"
"20944","AT3G24065","3",8690737,8691144,408,"-","8690737-8691144"
"20945","AT3G24068","3",8692191,8692676,486,"-","8692191-8692676"
"20946","AT3G24070","3",8693085,8694709,1625,"+","8693085-8694709"
"20948","AT3G24080","3",8694961,8697124,2164,"-","8694961-8697124"
"20949","AT3G24090","3",8697838,8700971,3134,"-","8697838-8700971"
"20950","AT3G24093","3",8701322,8702466,1145,"-","8701322-8702466"
"20951","AT3G24100","3",8703286,8704228,943,"+","8703286-8704228"
"20952","AT3G24110","3",8704429,8705413,985,"-","8704429-8705413"
"20954","AT3G24120","3",8705746,8708191,2446,"-","8705746-8708191"
"20955","AT3G24130","3",8711663,8713424,1762,"-","8711663-8713424"
"20956","AT3G24140","3",8715236,8718211,2976,"-","8715236-8718211"
"20957","AT3G24150","3",8724159,8725912,1754,"-","8724159-8725912"
"20958","AT3G24160","3",8726122,8729389,3268,"+","8726122-8729389"
"20960","AT3G24170","3",8729510,8734545,5036,"-","8729510-8734545"
"20962","AT3G24180","3",8734634,8741725,7092,"-","8734634-8741725"
"20964","AT3G24190","3",8743253,8747901,4649,"+","8743253-8747901"
"20966","AT3G24200","3",8747831,8751634,3804,"-","8747831-8751634"
"20967","AT3G24210","3",8753474,8756065,2592,"-","8753474-8756065"
"20968","AT3G24216","3",8759713,8759814,102,"-","8759713-8759814"
"20969","AT3G24220","3",8761434,8763172,1739,"+","8761434-8763172"
"20970","AT3G24225","3",8768846,8769172,327,"+","8768846-8769172"
"20971","AT3G24230","3",8774616,8777407,2792,"+","8774616-8777407"
"20972","AT3G24240","3",8780424,8784368,3945,"+","8780424-8784368"
"20973","AT3G24250","3",8786689,8787391,703,"+","8786689-8787391"
"20975","AT3G24255","3",8788854,8793368,4515,"+","8788854-8793368"
"20976","AT3G24260","3",8793837,8794961,1125,"-","8793837-8794961"
"20977","AT3G24270","3",8796541,8797031,491,"-","8796541-8797031"
"20978","AT3G24280","3",8798934,8799401,468,"-","8798934-8799401"
"20979","AT3G24290","3",8801400,8802890,1491,"-","8801400-8802890"
"20980","AT3G24300","3",8805631,8807388,1758,"-","8805631-8807388"
"20981","AT3G24310","3",8811131,8812364,1234,"-","8811131-8812364"
"20982","AT3G24315","3",8820455,8822820,2366,"-","8820455-8822820"
"20983","AT3G24320","3",8822979,8829694,6716,"-","8822979-8829694"
"20984","AT3G24330","3",8830336,8831838,1503,"+","8830336-8831838"
"20985","AT3G24332","3",8830336,8831838,1503,"-","8830336-8831838"
"20986","AT3G24340","3",8832085,8835722,3638,"-","8832085-8835722"
"20988","AT3G24350","3",8837646,8839582,1937,"+","8837646-8839582"
"20989","AT3G24360","3",8839728,8842831,3104,"-","8839728-8842831"
"20996","AT3G24400","3",8858484,8861822,3339,"-","8858484-8861822"
"20997","AT3G24420","3",8862840,8864914,2075,"-","8862840-8864914"
"20998","AT3G24430","3",8868583,8872201,3619,"-","8868583-8872201"
"20999","AT3G24440","3",8876027,8878171,2145,"-","8876027-8878171"
"21000","AT3G24450","3",8880065,8881722,1658,"-","8880065-8881722"
"21001","AT3G24460","3",8885818,8893050,7233,"-","8885818-8893050"
"21002","AT3G24465","3",8894877,8895140,264,"-","8894877-8895140"
"21003","AT3G24480","3",8901154,8902638,1485,"-","8901154-8902638"
"21004","AT3G24490","3",8910770,8912196,1427,"+","8910770-8912196"
"21005","AT3G24495","3",8912343,8918146,5804,"-","8912343-8918146"
"21006","AT3G24500","3",8918679,8919308,630,"+","8918679-8919308"
"21008","AT3G24503","3",8919560,8923073,3514,"-","8919560-8923073"
"21009","AT3G24506","3",8928169,8929329,1161,"-","8928169-8929329"
"21010","AT3G24508","3",8930156,8930544,389,"+","8930156-8930544"
"21011","AT3G24510","3",8931977,8932708,732,"+","8931977-8932708"
"21012","AT3G24513","3",8933920,8934390,471,"+","8933920-8934390"
"21013","AT3G24515","3",8934472,8936279,1808,"-","8934472-8936279"
"21014","AT3G24516","3",8937588,8937776,189,"-","8937588-8937776"
"21015","AT3G24517","3",8938106,8938641,536,"-","8938106-8938641"
"21017","AT3G24518","3",8941129,8942488,1360,"-","8941129-8942488"
"21018","AT3G24520","3",8941066,8942874,1809,"+","8941066-8942874"
"21019","AT3G24530","3",8945425,8947938,2514,"-","8945425-8947938"
"21020","AT3G24535","3",8952006,8952572,567,"+","8952006-8952572"
"21021","AT3G24540","3",8952903,8955621,2719,"+","8952903-8955621"
"21022","AT3G24542","3",8956257,8957667,1411,"+","8956257-8957667"
"21023","AT3G24550","3",8960258,8963568,3311,"+","8960258-8963568"
"21024","AT3G24560","3",8963770,8966616,2847,"+","8963770-8966616"
"21027","AT3G24570","3",8966521,8968657,2137,"-","8966521-8968657"
"21029","AT3G24580","3",8969162,8970298,1137,"+","8969162-8970298"
"21030","AT3G24590","3",8970672,8972168,1497,"+","8970672-8972168"
"21031","AT3G24600","3",8972195,8974867,2673,"-","8972195-8974867"
"21032","AT3G24610","3",8975366,8978102,2737,"-","8975366-8978102"
"21033","AT3G24612","3",8979067,8979153,87,"-","8979067-8979153"
"21034","AT3G24614","3",8979284,8979423,140,"-","8979284-8979423"
"21035","AT3G24615","3",8979504,8979605,102,"-","8979504-8979605"
"21036","AT3G24620","3",8980695,8982793,2099,"-","8980695-8982793"
"21037","AT3G24630","3",8988055,8990873,2819,"+","8988055-8990873"
"21038","AT3G24640","3",8992265,8992910,646,"+","8992265-8992910"
"21039","AT3G24650","3",8997370,9001063,3694,"+","8997370-9001063"
"21040","AT3G24660","3",9003576,9005943,2368,"+","9003576-9005943"
"21041","AT3G24670","3",9005939,9008801,2863,"-","9005939-9008801"
"21044","AT3G24690","3",9020651,9021491,841,"+","9020651-9021491"
"21045","AT3G24700","3",9022281,9023030,750,"+","9022281-9023030"
"21046","AT3G24710","3",9024167,9024367,201,"-","9024167-9024367"
"21047","AT3G24715","3",9025849,9029948,4100,"+","9025849-9029948"
"21048","AT3G24730","3",9030006,9030894,889,"-","9030006-9030894"
"21050","AT3G24740","3",9031097,9033796,2700,"+","9031097-9033796"
"21051","AT3G24750","3",9036268,9037757,1490,"+","9036268-9037757"
"21052","AT3G24760","3",9040088,9041834,1747,"+","9040088-9041834"
"21053","AT3G24770","3",9046533,9047463,931,"+","9046533-9047463"
"21054","AT3G24780","3",9049446,9051593,2148,"+","9049446-9051593"
"21055","AT3G24790","3",9052982,9054531,1550,"+","9052982-9054531"
"21056","AT3G24800","3",9055509,9057998,2490,"+","9055509-9057998"
"21057","AT3G24810","3",9060896,9061998,1103,"+","9060896-9061998"
"21058","AT3G24820","3",9062365,9064378,2014,"-","9062365-9064378"
"21059","AT3G24830","3",9064532,9066089,1558,"+","9064532-9066089"
"21060","AT3G24840","3",9066840,9070626,3787,"+","9066840-9070626"
"21061","AT3G24850","3",9071105,9072184,1080,"+","9071105-9072184"
"21062","AT3G24860","3",9073623,9074682,1060,"+","9073623-9074682"
"21063","AT3G24870","3",9074665,9085048,10384,"-","9074665-9085048"
"21065","AT3G24880","3",9086242,9095537,9296,"-","9086242-9095537"
"21066","AT3G24890","3",9097514,9098945,1432,"+","9097514-9098945"
"21068","AT3G24900","3",9099183,9101837,2655,"-","9099183-9101837"
"21069","AT3G24927","3",9103087,9103989,903,"+","9103087-9103989"
"21070","AT3G24929","3",9104495,9105648,1154,"+","9104495-9105648"
"21072","AT3G24982","3",9106000,9108937,2938,"-","9106000-9108937"
"21073","AT3G25010","3",9110103,9112748,2646,"-","9110103-9112748"
"21074","AT3G25011","3",9113168,9113281,114,"-","9113168-9113281"
"21075","AT3G25013","3",9113875,9116188,2314,"+","9113875-9116188"
"21076","AT3G25014","3",9114546,9114707,162,"-","9114546-9114707"
"21077","AT3G25020","3",9116868,9119540,2673,"-","9116868-9119540"
"21078","AT3G25030","3",9122197,9123502,1306,"+","9122197-9123502"
"21080","AT3G25040","3",9124304,9126298,1995,"+","9124304-9126298"
"21081","AT3G25050","3",9126851,9128416,1566,"+","9126851-9128416"
"21082","AT3G25060","3",9128516,9130321,1806,"+","9128516-9130321"
"21083","AT3G25070","3",9132310,9134030,1721,"+","9132310-9134030"
"21084","AT3G25080","3",9136631,9138052,1422,"+","9136631-9138052"
"21085","AT3G25090","3",9140039,9141094,1056,"-","9140039-9141094"
"21087","AT3G25099","3",9143783,9143890,108,"-","9143783-9143890"
"21088","AT3G25100","3",9143999,9146209,2211,"+","9143999-9146209"
"21089","AT3G25110","3",9146271,9148486,2216,"-","9146271-9148486"
"21090","AT3G25120","3",9149544,9151123,1580,"-","9149544-9151123"
"21091","AT3G25130","3",9152404,9153871,1468,"+","9152404-9153871"
"21092","AT3G25140","3",9154711,9156845,2135,"+","9154711-9156845"
"21093","AT3G25150","3",9156957,9159903,2947,"-","9156957-9159903"
"21095","AT3G25160","3",9160168,9162067,1900,"-","9160168-9162067"
"21096","AT3G25165","3",9163340,9163893,554,"-","9163340-9163893"
"21097","AT3G25170","3",9165744,9166253,510,"-","9165744-9166253"
"21099","AT3G25180","3",9167285,9169282,1998,"-","9167285-9169282"
"21100","AT3G25182","3",9171056,9172204,1149,"-","9171056-9172204"
"21101","AT3G25190","3",9174457,9175776,1320,"+","9174457-9175776"
"21102","AT3G25200","3",9176932,9178268,1337,"+","9176932-9178268"
"21103","AT3G25210","3",9180348,9181839,1492,"+","9180348-9181839"
"21104","AT3G25220","3",9182616,9184679,2064,"+","9182616-9184679"
"21105","AT3G25221","3",9184688,9184792,105,"+","9184688-9184792"
"21106","AT3G25225","3",9184970,9186171,1202,"+","9184970-9186171"
"21107","AT3G25230","3",9188181,9191419,3239,"+","9188181-9191419"
"21109","AT3G25233","3",9191832,9191924,93,"-","9191832-9191924"
"21110","AT3G25240","3",9192540,9193385,846,"+","9192540-9193385"
"21111","AT3G25250","3",9195503,9197124,1622,"+","9195503-9197124"
"21112","AT3G25260","3",9199438,9202000,2563,"+","9199438-9202000"
"21113","AT3G25265","3",9202880,9203623,744,"-","9202880-9203623"
"21114","AT3G25270","3",9203934,9204965,1032,"-","9203934-9204965"
"21115","AT3G25280","3",9206183,9208036,1854,"+","9206183-9208036"
"21116","AT3G25290","3",9208937,9210599,1663,"+","9208937-9210599"
"21118","AT3G25400","3",9213156,9214281,1126,"+","9213156-9214281"
"21119","AT3G25410","3",9214339,9216490,2152,"-","9214339-9216490"
"21120","AT3G25420","3",9217832,9220925,3094,"+","9217832-9220925"
"21121","AT3G25430","3",9221186,9223770,2585,"+","9221186-9223770"
"21123","AT3G25440","3",9223973,9225710,1738,"+","9223973-9225710"
"21125","AT3G25460","3",9231581,9232666,1086,"-","9231581-9232666"
"21126","AT3G25470","3",9232919,9235213,2295,"+","9232919-9235213"
"21127","AT3G25480","3",9235196,9236607,1412,"-","9235196-9236607"
"21129","AT3G25490","3",9241725,9243485,1761,"+","9241725-9243485"
