"","Gene","seqnames","start","end","width","strand","ranges"
"22507","AT3G42472","3",14616954,14617834,881,"+","14616954-14617834"
"22508","AT3G42473","3",14607118,14607971,854,"+","14607118-14607971"
"22509","AT3G42474","3",14618794,14619274,481,"+","14618794-14619274"
"22510","AT3G42475","3",14609702,14609824,123,"-","14609702-14609824"
"22511","AT3G42476","3",14620897,14621554,658,"+","14620897-14621554"
"22512","AT3G42478","3",14624308,14627037,2730,"+","14624308-14627037"
"22513","AT3G42480","3",14628219,14628635,417,"-","14628219-14628635"
"22514","AT3G42490","3",14629450,14630400,951,"-","14629450-14630400"
"22515","AT3G42500","3",14631289,14631925,637,"-","14631289-14631925"
"22516","AT3G42510","3",14632932,14633419,488,"-","14632932-14633419"
"22517","AT3G42520","3",14633957,14634483,527,"+","14633957-14634483"
"22518","AT3G42530","3",14635040,14639783,4744,"-","14635040-14639783"
"22519","AT3G42535","3",14642479,14644281,1803,"+","14642479-14644281"
"22520","AT3G42540","3",14645107,14646442,1336,"+","14645107-14646442"
"22521","AT3G42542","3",14649989,14650234,246,"+","14649989-14650234"
"22522","AT3G42545","3",14657060,14662717,5658,"+","14657060-14662717"
"22523","AT3G42550","3",14665728,14669135,3408,"-","14665728-14669135"
"22524","AT3G42553","3",14671479,14675564,4086,"+","14671479-14675564"
"22525","AT3G42556","3",14676967,14677308,342,"+","14676967-14677308"
"22526","AT3G42557","3",14677796,14678149,354,"+","14677796-14678149"
"22527","AT3G42560","3",14680265,14680760,496,"+","14680265-14680760"
"22528","AT3G42565","3",14683051,14683410,360,"-","14683051-14683410"
"22529","AT3G42570","3",14689058,14690347,1290,"+","14689058-14690347"
"22530","AT3G42580","3",14690821,14695927,5107,"+","14690821-14695927"
"22531","AT3G42590","3",14696258,14696950,693,"+","14696258-14696950"
"22532","AT3G42600","3",14697763,14698422,660,"+","14697763-14698422"
"22533","AT3G42610","3",14699145,14699844,700,"+","14699145-14699844"
"22534","AT3G42620","3",14700363,14700970,608,"-","14700363-14700970"
"22535","AT3G42621","3",14701782,14703452,1671,"+","14701782-14703452"
"22536","AT3G42622","3",14704742,14709298,4557,"-","14704742-14709298"
"22537","AT3G42624","3",14712749,14714635,1887,"+","14712749-14714635"
"22538","AT3G42626","3",14717888,14720449,2562,"-","14717888-14720449"
"22539","AT3G42628","3",14720735,14720872,138,"-","14720735-14720872"
"22540","AT3G42630","3",14722250,14723857,1608,"+","14722250-14723857"
"22541","AT3G42640","3",14724309,14728210,3902,"+","14724309-14728210"
"22542","AT3G42645","3",14729821,14734029,4209,"-","14729821-14734029"
"22543","AT3G42646","3",14734668,14735311,644,"-","14734668-14735311"
"22544","AT3G42650","3",14739356,14741466,2111,"-","14739356-14741466"
"22545","AT3G42653","3",14743147,14745900,2754,"-","14743147-14745900"
"22546","AT3G42656","3",14746448,14747209,762,"+","14746448-14747209"
"22547","AT3G42658","3",14749400,14750294,895,"-","14749400-14750294"
"22548","AT3G42660","3",14751280,14755701,4422,"+","14751280-14755701"
"22549","AT3G42670","3",14755798,14760085,4288,"-","14755798-14760085"
"22550","AT3G42680","3",14762871,14763400,530,"-","14762871-14763400"
"22551","AT3G42690","3",14766989,14770763,3775,"+","14766989-14770763"
"22552","AT3G42700","3",14772634,14773296,663,"+","14772634-14773296"
"22553","AT3G42710","3",14774425,14775123,699,"-","14774425-14775123"
"22554","AT3G42711","3",14776071,14777102,1032,"-","14776071-14777102"
"22555","AT3G42712","3",14780327,14782489,2163,"-","14780327-14782489"
"22556","AT3G42713","3",14785863,14787110,1248,"-","14785863-14787110"
"22557","AT3G42714","3",14792552,14792851,300,"+","14792552-14792851"
"22558","AT3G42715","3",14795811,14798513,2703,"+","14795811-14798513"
"22559","AT3G42716","3",14799890,14801814,1925,"+","14799890-14801814"
"22560","AT3G42717","3",14815118,14820859,5742,"+","14815118-14820859"
"22561","AT3G42718","3",14821960,14823996,2037,"+","14821960-14823996"
"22562","AT3G42719","3",14803536,14804201,666,"+","14803536-14804201"
"22563","AT3G42720","3",14828338,14830962,2625,"-","14828338-14830962"
"22564","AT3G42721","3",14831701,14835583,3883,"-","14831701-14835583"
"22565","AT3G42722","3",14837718,14837960,243,"+","14837718-14837960"
"22566","AT3G42723","3",14838392,14841189,2798,"-","14838392-14841189"
"22567","AT3G42724","3",14841392,14842638,1247,"+","14841392-14842638"
"22568","AT3G42725","3",14842900,14843707,808,"-","14842900-14843707"
"22569","AT3G42726","3",14805356,14805643,288,"+","14805356-14805643"
"22570","AT3G42727","3",14806176,14808341,2166,"-","14806176-14808341"
"22571","AT3G42728","3",14787740,14787859,120,"+","14787740-14787859"
"22572","AT3G42730","3",14845236,14851103,5868,"+","14845236-14851103"
"22573","AT3G42740","3",14851876,14852568,693,"+","14851876-14852568"
"22574","AT3G42750","3",14853372,14854029,658,"+","14853372-14854029"
"22575","AT3G42760","3",14854614,14855560,947,"-","14854614-14855560"
"22576","AT3G42763","3",14856137,14858983,2847,"-","14856137-14858983"
"22577","AT3G42766","3",14861485,14865389,3905,"+","14861485-14865389"
"22578","AT3G42770","3",14867122,14870083,2962,"+","14867122-14870083"
"22579","AT3G42780","3",14871213,14871743,531,"+","14871213-14871743"
"22580","AT3G42783","3",14871922,14875383,3462,"-","14871922-14875383"
"22581","AT3G42786","3",14876476,14877255,780,"+","14876476-14877255"
"22582","AT3G42790","3",14877958,14879781,1824,"-","14877958-14879781"
"22583","AT3G42791","3",14888342,14891215,2874,"+","14888342-14891215"
"22584","AT3G42792","3",14892081,14892895,815,"+","14892081-14892895"
"22585","AT3G42794","3",14895823,14899217,3395,"+","14895823-14899217"
"22586","AT3G42796","3",14899844,14900608,765,"+","14899844-14900608"
"22587","AT3G42798","3",14901653,14902694,1042,"+","14901653-14902694"
"22588","AT3G42800","3",14905230,14907035,1806,"+","14905230-14907035"
"22589","AT3G42803","3",14908575,14910194,1620,"+","14908575-14910194"
"22590","AT3G42806","3",14914008,14918667,4660,"+","14914008-14918667"
"22591","AT3G42810","3",14919657,14920215,559,"+","14919657-14920215"
"22592","AT3G42820","3",14921037,14927032,5996,"-","14921037-14927032"
"22593","AT3G42830","3",14929714,14930678,965,"-","14929714-14930678"
"22594","AT3G42835","3",14931950,14932252,303,"+","14931950-14932252"
"22595","AT3G42836","3",14932439,14935117,2679,"-","14932439-14935117"
"22596","AT3G42837","3",14936240,14938777,2538,"+","14936240-14938777"
"22597","AT3G42850","3",14940114,14945291,5178,"-","14940114-14945291"
"22598","AT3G42860","3",14946188,14948167,1980,"-","14946188-14948167"
"22599","AT3G42870","3",14949456,14951279,1824,"+","14949456-14951279"
"22600","AT3G42875","3",14951431,14952669,1239,"+","14951431-14952669"
"22601","AT3G42880","3",14954587,14956577,1991,"+","14954587-14956577"
"22602","AT3G42883","3",14957142,14959892,2751,"-","14957142-14959892"
"22603","AT3G42886","3",14963295,14966755,3461,"+","14963295-14966755"
"22604","AT3G42890","3",14966924,14969056,2133,"+","14966924-14969056"
"22605","AT3G42900","3",14970609,14972658,2050,"+","14970609-14972658"
"22606","AT3G42910","3",14974103,14977761,3659,"-","14974103-14977761"
"22607","AT3G42913","3",14979792,14982680,2889,"+","14979792-14982680"
"22608","AT3G42916","3",14983525,14985656,2132,"+","14983525-14985656"
"22609","AT3G42920","3",14986919,14987428,510,"-","14986919-14987428"
"22610","AT3G42922","3",14989934,14990452,519,"+","14989934-14990452"
"22611","AT3G42924","3",14993668,14994581,914,"-","14993668-14994581"
"22612","AT3G42927","3",14994906,14997452,2547,"+","14994906-14997452"
"22613","AT3G42930","3",14998007,14999235,1229,"-","14998007-14999235"
"22614","AT3G42935","3",15001676,15003980,2305,"+","15001676-15003980"
"22615","AT3G42940","3",15006613,15007194,582,"+","15006613-15007194"
"22616","AT3G42945","3",15010801,15013507,2707,"+","15010801-15013507"
"22617","AT3G42950","3",15015140,15018071,2932,"+","15015140-15018071"
"22618","AT3G42960","3",15018695,15019685,991,"-","15018695-15019685"
"22619","AT3G42970","3",15024807,15025144,338,"+","15024807-15025144"
"22620","AT3G42980","3",15027589,15029109,1521,"+","15027589-15029109"
"22621","AT3G42990","3",15030354,15031152,799,"+","15030354-15031152"
"22622","AT3G42993","3",15031624,15037037,5414,"+","15031624-15037037"
"22623","AT3G42996","3",15038985,15043310,4326,"+","15038985-15043310"
"22624","AT3G43000","3",15044566,15046814,2249,"-","15044566-15046814"
"22625","AT3G43005","3",15048332,15048949,618,"+","15048332-15048949"
"22626","AT3G43020","3",15052579,15057585,5007,"+","15052579-15057585"
"22627","AT3G43025","3",15058239,15058928,690,"-","15058239-15058928"
"22628","AT3G43040","3",15060571,15061578,1008,"+","15060571-15061578"
"22629","AT3G43050","3",15062529,15064576,2048,"+","15062529-15064576"
"22630","AT3G43060","3",15065459,15067927,2469,"-","15065459-15067927"
"22631","AT3G43070","3",15068972,15071172,2201,"+","15068972-15071172"
"22632","AT3G43080","3",15072355,15075080,2726,"-","15072355-15075080"
"22633","AT3G43083","3",15075840,15077221,1382,"-","15075840-15077221"
"22634","AT3G43090","3",15083044,15084520,1477,"-","15083044-15084520"
"22635","AT3G43095","3",15087294,15088694,1401,"-","15087294-15088694"
"22636","AT3G43100","3",15089891,15091170,1280,"+","15089891-15091170"
"22637","AT3G43110","3",15091611,15092467,857,"-","15091611-15092467"
"22638","AT3G43120","3",15094083,15095512,1430,"+","15094083-15095512"
"22639","AT3G43123","3",15098333,15098851,519,"-","15098333-15098851"
"22640","AT3G43126","3",15100476,15104216,3741,"+","15100476-15104216"
"22641","AT3G43128","3",15105385,15107529,2145,"+","15105385-15107529"
"22642","AT3G43130","3",15110606,15112253,1648,"-","15110606-15112253"
"22643","AT3G43140","3",15112431,15112845,415,"+","15112431-15112845"
"22644","AT3G43141","3",15113157,15115856,2700,"-","15113157-15115856"
"22645","AT3G43142","3",15118447,15121602,3156,"-","15118447-15121602"
"22646","AT3G43144","3",15124181,15129553,5373,"-","15124181-15129553"
"22647","AT3G43146","3",15134145,15136307,2163,"+","15134145-15136307"
"22648","AT3G43147","3",15137565,15138176,612,"+","15137565-15138176"
"22649","AT3G43148","3",15139995,15143123,3129,"+","15139995-15143123"
"22650","AT3G43150","3",15143695,15144432,738,"+","15143695-15144432"
"22651","AT3G43151","3",15145329,15146641,1313,"-","15145329-15146641"
"22652","AT3G43152","3",15147242,15149791,2550,"+","15147242-15149791"
"22653","AT3G43153","3",15150104,15150916,813,"-","15150104-15150916"
"22654","AT3G43154","3",15151222,15152538,1317,"+","15151222-15152538"
"22655","AT3G43156","3",15154032,15155912,1881,"+","15154032-15155912"
"22656","AT3G43157","3",15156980,15158401,1422,"+","15156980-15158401"
"22657","AT3G43158","3",15161434,15162615,1182,"+","15161434-15162615"
"22658","AT3G43160","3",15166561,15168225,1665,"+","15166561-15168225"
"22659","AT3G43170","3",15172148,15172754,607,"-","15172148-15172754"
"22660","AT3G43175","3",15173888,15177508,3621,"-","15173888-15177508"
"22661","AT3G43180","3",15178043,15178937,895,"+","15178043-15178937"
"22662","AT3G43190","3",15179020,15183989,4970,"-","15179020-15183989"
"22663","AT3G43200","3",15185766,15186590,825,"-","15185766-15186590"
"22664","AT3G43205","3",15187016,15187420,405,"-","15187016-15187420"
"22665","AT3G43210","3",15190934,15196168,5235,"+","15190934-15196168"
"22666","AT3G43220","3",15196863,15203062,6200,"-","15196863-15203062"
"22668","AT3G43230","3",15207367,15209825,2459,"+","15207367-15209825"
"22669","AT3G43240","3",15209936,15214742,4807,"-","15209936-15214742"
"22670","AT3G43250","3",15216713,15217462,750,"+","15216713-15217462"
"22671","AT3G43251","3",15217858,15218346,489,"-","15217858-15218346"
"22672","AT3G43260","3",15219454,15221723,2270,"+","15219454-15221723"
"22673","AT3G43270","3",15222125,15225460,3336,"-","15222125-15225460"
"22674","AT3G43280","3",15229778,15230251,474,"-","15229778-15230251"
"22675","AT3G43290","3",15230568,15231115,548,"+","15230568-15231115"
"22676","AT3G43291","3",15231277,15231441,165,"-","15231277-15231441"
"22677","AT3G43300","3",15233896,15245034,11139,"-","15233896-15245034"
"22679","AT3G43302","3",15246180,15250302,4123,"+","15246180-15250302"
"22680","AT3G43303","3",15250630,15251025,396,"+","15250630-15251025"
"22681","AT3G43304","3",15251803,15260553,8751,"+","15251803-15260553"
"22682","AT3G43307","3",15262136,15265104,2969,"+","15262136-15265104"
"22683","AT3G43310","3",15265923,15268370,2448,"-","15265923-15268370"
"22684","AT3G43315","3",15271837,15275043,3207,"-","15271837-15275043"
"22685","AT3G43320","3",15275461,15276993,1533,"-","15275461-15276993"
"22686","AT3G43330","3",15279347,15281908,2562,"+","15279347-15281908"
"22687","AT3G43340","3",15284861,15285851,991,"-","15284861-15285851"
"22688","AT3G43350","3",15286073,15290808,4736,"+","15286073-15290808"
"22689","AT3G43352","3",15299365,15299640,276,"-","15299365-15299640"
"22690","AT3G43355","3",15302249,15304269,2021,"-","15302249-15304269"
"22691","AT3G43356","3",15304571,15306362,1792,"-","15304571-15306362"
"22692","AT3G43357","3",15307272,15312506,5235,"+","15307272-15312506"
"22693","AT3G43358","3",15313040,15316207,3168,"-","15313040-15316207"
"22694","AT3G43359","3",15316172,15317224,1053,"+","15316172-15317224"
"22695","AT3G43360","3",15320762,15322789,2028,"+","15320762-15322789"
"22696","AT3G43370","3",15323338,15324286,949,"+","15323338-15324286"
"22697","AT3G43380","3",15324813,15325460,648,"-","15324813-15325460"
"22698","AT3G43390","3",15326264,15330946,4683,"-","15326264-15330946"
"22699","AT3G43400","3",15332136,15333703,1568,"+","15332136-15333703"
"22700","AT3G43402","3",15335424,15335516,93,"-","15335424-15335516"
"22701","AT3G43410","3",15340504,15341109,606,"-","15340504-15341109"
"22702","AT3G43420","3",15345315,15345679,365,"+","15345315-15345679"
"22703","AT3G43425","3",15348513,15352811,4299,"+","15348513-15352811"
"22704","AT3G43430","3",15354535,15355304,770,"-","15354535-15355304"
"22705","AT3G43431","3",15355849,15355986,138,"-","15355849-15355986"
"22706","AT3G43432","3",15359783,15360090,308,"-","15359783-15360090"
"22707","AT3G43433","3",15360394,15361514,1121,"+","15360394-15361514"
"22708","AT3G43436","3",15361697,15365347,3651,"+","15361697-15365347"
"22709","AT3G43440","3",15367596,15370059,2464,"+","15367596-15370059"
"22711","AT3G43442","3",15373325,15375447,2123,"+","15373325-15375447"
"22712","AT3G43444","3",15377568,15381608,4041,"+","15377568-15381608"
"22713","AT3G43447","3",15382326,15384011,1686,"+","15382326-15384011"
"22714","AT3G43450","3",15385287,15385955,669,"-","15385287-15385955"
"22715","AT3G43460","3",15387806,15390501,2696,"-","15387806-15390501"
"22716","AT3G43470","3",15391568,15393281,1714,"-","15391568-15393281"
"22717","AT3G43480","3",15393978,15394463,486,"-","15393978-15394463"
"22718","AT3G43485","3",15394570,15396641,2072,"+","15394570-15396641"
"22719","AT3G43490","3",15398859,15400079,1221,"+","15398859-15400079"
"22720","AT3G43500","3",15400257,15400718,462,"-","15400257-15400718"
"22721","AT3G43505","3",15402413,15402799,387,"-","15402413-15402799"
"22722","AT3G43510","3",15403872,15405378,1507,"-","15403872-15405378"
"22723","AT3G43520","3",15406023,15407908,1886,"+","15406023-15407908"
"22724","AT3G43521","3",15408945,15409667,723,"+","15408945-15409667"
"22725","AT3G43522","3",15410131,15410499,369,"+","15410131-15410499"
"22726","AT3G43523","3",15413769,15416019,2251,"+","15413769-15416019"
"22727","AT3G43524","3",15420060,15420530,471,"+","15420060-15420530"
"22728","AT3G43526","3",15423007,15425340,2334,"+","15423007-15425340"
"22729","AT3G43528","3",15426468,15426713,246,"+","15426468-15426713"
"22730","AT3G43530","3",15427145,15430076,2932,"-","15427145-15430076"
"22731","AT3G43540","3",15430689,15433187,2499,"+","15430689-15433187"
"22733","AT3G43546","3",15440476,15446894,6419,"-","15440476-15446894"
"22734","AT3G43550","3",15448635,15450057,1423,"+","15448635-15450057"
"22735","AT3G43563","3",15458938,15460869,1932,"-","15458938-15460869"
"22736","AT3G43566","3",15461541,15466805,5265,"-","15461541-15466805"
"22737","AT3G43570","3",15473345,15474765,1421,"+","15473345-15474765"
"22738","AT3G43571","3",15480920,15482338,1419,"+","15480920-15482338"
"22739","AT3G43572","3",15479021,15479233,213,"-","15479021-15479233"
"22740","AT3G43573","3",15487248,15491948,4701,"+","15487248-15491948"
"22741","AT3G43574","3",15479819,15480028,210,"-","15479819-15480028"
"22742","AT3G43575","3",15493460,15497791,4332,"-","15493460-15497791"
"22743","AT3G43580","3",15502143,15503606,1464,"+","15502143-15503606"
"22744","AT3G43583","3",15506774,15507076,303,"-","15506774-15507076"
"22745","AT3G43586","3",15507668,15509301,1634,"-","15507668-15509301"
"22746","AT3G43590","3",15509621,15512574,2954,"+","15509621-15512574"
"22747","AT3G43600","3",15512607,15517506,4900,"-","15512607-15517506"
"22748","AT3G43610","3",15517680,15524087,6408,"-","15517680-15524087"
"22749","AT3G43620","3",15525398,15526063,666,"+","15525398-15526063"
"22750","AT3G43622","3",15527180,15530149,2970,"-","15527180-15530149"
"22751","AT3G43623","3",15530342,15530473,132,"+","15530342-15530473"
"22752","AT3G43625","3",15532185,15538492,6308,"-","15532185-15538492"
"22753","AT3G43630","3",15538816,15539418,603,"+","15538816-15539418"
"22754","AT3G43635","3",15541165,15545922,4758,"+","15541165-15545922"
"22755","AT3G43640","3",15546872,15548354,1483,"+","15546872-15548354"
"22756","AT3G43650","3",15549783,15551111,1329,"-","15549783-15551111"
"22757","AT3G43652","3",15552162,15554963,2802,"-","15552162-15554963"
"22758","AT3G43654","3",15555355,15559710,4356,"-","15555355-15559710"
"22759","AT3G43657","3",15561486,15562115,630,"-","15561486-15562115"
"22760","AT3G43660","3",15565224,15566047,824,"+","15565224-15566047"
"22761","AT3G43670","3",15567099,15569901,2803,"+","15567099-15569901"
"22762","AT3G43675","3",15571415,15575045,3631,"-","15571415-15575045"
"22763","AT3G43680","3",15576456,15578269,1814,"+","15576456-15578269"
"22764","AT3G43681","3",15578892,15584429,5538,"-","15578892-15584429"
"22765","AT3G43682","3",15584589,15585426,838,"+","15584589-15585426"
"22766","AT3G43684","3",15585532,15587105,1574,"-","15585532-15587105"
"22767","AT3G43686","3",15587720,15590947,3228,"+","15587720-15590947"
"22768","AT3G43688","3",15592267,15597394,5128,"+","15592267-15597394"
"22769","AT3G43690","3",15598179,15600798,2620,"+","15598179-15600798"
"22770","AT3G43700","3",15601868,15603888,2021,"+","15601868-15603888"
"22771","AT3G43710","3",15605608,15606744,1137,"+","15605608-15606744"
"22772","AT3G43715","3",15606866,15607606,741,"-","15606866-15607606"
"22773","AT3G43720","3",15615386,15617149,1764,"-","15615386-15617149"
"22775","AT3G43722","3",15620912,15621007,96,"-","15620912-15621007"
"22776","AT3G43723","3",15622167,15626684,4518,"+","15622167-15626684"
"22777","AT3G43726","3",15629330,15630085,756,"-","15629330-15630085"
"22778","AT3G43730","3",15633913,15636942,3030,"+","15633913-15636942"
"22780","AT3G43740","3",15644054,15645662,1609,"+","15644054-15645662"
"22781","AT3G43750","3",15646460,15647566,1107,"+","15646460-15647566"
"22782","AT3G43760","3",15648213,15649422,1210,"-","15648213-15649422"
"22783","AT3G43770","3",15650587,15651000,414,"-","15650587-15651000"
"22784","AT3G43780","3",15651304,15653034,1731,"+","15651304-15653034"
"22785","AT3G43790","3",15655384,15658994,3611,"+","15655384-15658994"
"22788","AT3G43800","3",15660859,15661925,1067,"+","15660859-15661925"
"22789","AT3G43810","3",15664371,15666460,2090,"-","15664371-15666460"
"22790","AT3G43820","3",15668523,15669776,1254,"-","15668523-15669776"
"22791","AT3G43825","3",15670223,15674704,4482,"+","15670223-15674704"
"22792","AT3G43826","3",15675393,15676148,756,"-","15675393-15676148"
"22793","AT3G43828","3",15677383,15678009,627,"-","15677383-15678009"
"22794","AT3G43829","3",15678709,15678855,147,"-","15678709-15678855"
"22795","AT3G43830","3",15678861,15679850,990,"-","15678861-15679850"
"22796","AT3G43832","3",15682293,15682874,582,"-","15682293-15682874"
"22797","AT3G43833","3",15687554,15688773,1220,"+","15687554-15688773"
"22798","AT3G43835","3",15692317,15697566,5250,"+","15692317-15697566"
"22799","AT3G43840","3",15700352,15700855,504,"+","15700352-15700855"
"22800","AT3G43850","3",15702085,15704152,2068,"-","15702085-15704152"
"22801","AT3G43860","3",15706994,15709789,2796,"+","15706994-15709789"
"22802","AT3G43862","3",15714896,15716641,1746,"-","15714896-15716641"
"22803","AT3G43863","3",15717074,15717829,756,"-","15717074-15717829"
"22804","AT3G43864","3",15718055,15720790,2736,"-","15718055-15720790"
"22805","AT3G43867","3",15721998,15726638,4641,"-","15721998-15726638"
"22806","AT3G43870","3",15728176,15729150,975,"+","15728176-15729150"
"22807","AT3G43880","3",15738173,15738616,444,"-","15738173-15738616"
"22808","AT3G43890","3",15741468,15743453,1986,"-","15741468-15743453"
"22809","AT3G43900","3",15746840,15747094,255,"+","15746840-15747094"
"22810","AT3G43910","3",15751387,15752689,1303,"+","15751387-15752689"
"22811","AT3G43920","3",15753548,15760830,7283,"+","15753548-15760830"
"22814","AT3G43930","3",15760817,15763330,2514,"-","15760817-15763330"
"22816","AT3G43940","3",15764265,15765371,1107,"-","15764265-15765371"
"22817","AT3G43950","3",15766361,15767014,654,"+","15766361-15767014"
"22818","AT3G43955","3",15768820,15773629,4810,"-","15768820-15773629"
"22819","AT3G43960","3",15774055,15775657,1603,"-","15774055-15775657"
"22820","AT3G43970","3",15777408,15777948,541,"-","15777408-15777948"
"22821","AT3G43980","3",15778402,15779311,910,"-","15778402-15779311"
"22822","AT3G43990","3",15782538,15785178,2641,"-","15782538-15785178"
"22823","AT3G44000","3",15787227,15788739,1513,"-","15787227-15788739"
"22824","AT3G44005","3",15795417,15796016,600,"-","15795417-15796016"
"22825","AT3G44006","3",15796238,15796417,180,"+","15796238-15796417"
"22826","AT3G44010","3",15799931,15801200,1270,"-","15799931-15801200"
"22827","AT3G44020","3",15801372,15802730,1359,"+","15801372-15802730"
"22828","AT3G44030","3",15803993,15806948,2956,"+","15803993-15806948"
"22829","AT3G44035","3",15808431,15810650,2220,"+","15808431-15810650"
"22830","AT3G44042","3",15813075,15814056,982,"-","15813075-15814056"
"22831","AT3G44045","3",15817539,15818150,612,"+","15817539-15818150"
"22832","AT3G44050","3",15818738,15824861,6124,"+","15818738-15824861"
"22833","AT3G44060","3",15824938,15826391,1454,"-","15824938-15826391"
"22834","AT3G44070","3",15828177,15829088,912,"-","15828177-15829088"
"22835","AT3G44080","3",15835632,15837126,1495,"-","15835632-15837126"
"22836","AT3G44090","3",15839123,15840759,1637,"+","15839123-15840759"
"22837","AT3G44091","3",15843163,15843282,120,"+","15843163-15843282"
"22838","AT3G44093","3",15849043,15853462,4420,"-","15849043-15853462"
"22839","AT3G44096","3",15859368,15863166,3799,"-","15859368-15863166"
"22840","AT3G44100","3",15866039,15867310,1272,"-","15866039-15867310"
"22841","AT3G44110","3",15868794,15871256,2463,"-","15868794-15871256"
"22843","AT3G44115","3",15874991,15875442,452,"+","15874991-15875442"
"22844","AT3G44117","3",15876726,15877074,349,"+","15876726-15877074"
"22845","AT3G44120","3",15878399,15879817,1419,"-","15878399-15879817"
"22846","AT3G44130","3",15881870,15883638,1769,"+","15881870-15883638"
"22847","AT3G44140","3",15885077,15885380,304,"-","15885077-15885380"
"22848","AT3G44150","3",15887587,15888848,1262,"+","15887587-15888848"
"22849","AT3G44160","3",15888902,15891988,3087,"-","15888902-15891988"
"22850","AT3G44170","3",15894790,15895257,468,"+","15894790-15895257"
"22851","AT3G44171","3",15896201,15896356,156,"-","15896201-15896356"
"22852","AT3G44175","3",15898567,15900327,1761,"+","15898567-15900327"
"22853","AT3G44180","3",15900795,15901716,922,"+","15900795-15901716"
"22854","AT3G44190","3",15901797,15903608,1812,"-","15901797-15903608"
"22855","AT3G44200","3",15906440,15911474,5035,"+","15906440-15911474"
"22856","AT3G44205","3",15913021,15915321,2301,"-","15913021-15915321"
"22857","AT3G44210","3",15916270,15917332,1063,"+","15916270-15917332"
"22858","AT3G44212","3",15917928,15918131,204,"-","15917928-15918131"
"22859","AT3G44215","3",15919239,15923690,4452,"-","15919239-15923690"
"22860","AT3G44220","3",15928160,15929758,1599,"+","15928160-15929758"
"22861","AT3G44230","3",15932134,15932748,615,"+","15932134-15932748"
"22862","AT3G44235","3",15933284,15933963,680,"+","15933284-15933963"
"22863","AT3G44240","3",15940184,15940903,720,"+","15940184-15940903"
"22864","AT3G44245","3",15942984,15944564,1581,"-","15942984-15944564"
"22865","AT3G44250","3",15948505,15950224,1720,"-","15948505-15950224"
"22866","AT3G44260","3",15952045,15953084,1040,"-","15952045-15953084"
"22867","AT3G44261","3",15954539,15954667,129,"-","15954539-15954667"
"22868","AT3G44262","3",15956886,15957093,208,"-","15956886-15957093"
"22869","AT3G44264","3",15958387,15959820,1434,"-","15958387-15959820"
"22870","AT3G44267","3",15960323,15961773,1451,"+","15960323-15961773"
"22871","AT3G44270","3",15962693,15963828,1136,"+","15962693-15963828"
"22872","AT3G44274","3",15965748,15966251,504,"-","15965748-15966251"
"22873","AT3G44280","3",15968593,15971167,2575,"-","15968593-15971167"
"22874","AT3G44290","3",15972909,15975183,2275,"-","15972909-15975183"
"22875","AT3G44300","3",15983311,15985535,2225,"+","15983311-15985535"
"22877","AT3G44310","3",15986864,15989103,2240,"+","15986864-15989103"
"22879","AT3G44320","3",15993379,15995811,2433,"+","15993379-15995811"
"22880","AT3G44325","3",15996572,15999922,3351,"-","15996572-15999922"
"22881","AT3G44326","3",16000879,16002118,1240,"-","16000879-16002118"
"22882","AT3G44330","3",16006675,16010965,4291,"+","16006675-16010965"
"22883","AT3G44340","3",16011621,16020254,8634,"-","16011621-16020254"
"22885","AT3G44350","3",16022836,16024487,1652,"-","16022836-16024487"
"22887","AT3G44370","3",16030322,16035161,4840,"-","16030322-16035161"
"22888","AT3G44380","3",16036183,16036880,698,"-","16036183-16036880"
"22889","AT3G44390","3",16039319,16039600,282,"-","16039319-16039600"
"22891","AT3G44400","3",16045954,16049668,3715,"-","16045954-16049668"
"22892","AT3G44410","3",16055051,16055770,720,"-","16055051-16055770"
"22894","AT3G44425","3",16057731,16060385,2655,"+","16057731-16060385"
"22895","AT3G44428","3",16067393,16067725,333,"-","16067393-16067725"
"22896","AT3G44430","3",16068257,16069750,1494,"+","16068257-16069750"
"22897","AT3G44440","3",16070982,16071256,275,"+","16070982-16071256"
"22898","AT3G44444","3",16072449,16072637,189,"-","16072449-16072637"
"22899","AT3G44450","3",16074096,16074678,583,"-","16074096-16074678"
"22900","AT3G44460","3",16079976,16081906,1931,"-","16079976-16081906"
"22902","AT3G44470","3",16085842,16086568,727,"-","16085842-16086568"
"22903","AT3G44480","3",16090564,16096359,5796,"-","16090564-16096359"
"22904","AT3G44490","3",16097479,16098599,1121,"+","16097479-16098599"
"22905","AT3G44500","3",16101417,16106081,4665,"+","16101417-16106081"
"22906","AT3G44510","3",16108100,16111188,3089,"-","16108100-16111188"
"22908","AT3G44516","3",16112675,16113221,547,"+","16112675-16113221"
"22910","AT3G44530","3",16115682,16121484,5803,"+","16115682-16121484"
"22912","AT3G44540","3",16124021,16127954,3934,"+","16124021-16127954"
"22913","AT3G44550","3",16138017,16141546,3530,"+","16138017-16141546"
"22914","AT3G44560","3",16151136,16154397,3262,"+","16151136-16154397"
"22915","AT3G44570","3",16158405,16159835,1431,"+","16158405-16159835"
"22916","AT3G44580","3",16160512,16161003,492,"-","16160512-16161003"
"22917","AT3G44590","3",16163817,16164931,1115,"+","16163817-16164931"
"22919","AT3G44600","3",16164935,16169262,4328,"-","16164935-16169262"
"22920","AT3G44605","3",16175446,16180455,5010,"+","16175446-16180455"
"22921","AT3G44610","3",16188129,16192175,4047,"-","16188129-16192175"
